number, name, year, director, screenwriter, roles, style, countries, language, date, long, imdb, evaluation
19,摔跤吧！爸爸 Dangal,2016,['涅提·蒂瓦里'],"['比于什·古普塔', '施热亚·简', '尼基尔·麦罗特拉', '涅提·蒂瓦里']","['阿米尔·汗', '法缇玛·萨那·纱卡', '桑亚·玛荷塔', '阿帕尔夏克提·库拉那', '沙克希·坦沃', '塞伊拉·沃西', '苏哈妮·巴特纳格尔', '里特维克·萨霍里', '吉里什·库卡尼']","['剧情', '家庭', '传记', '运动']", 印度, 印地语 / 英语,2017-05-05(中国大陆),161分钟(印度), tt5074352,9.0
24,绿皮书 Green Book,2018,['彼得·法雷里'],"['尼克·瓦莱隆加', '布莱恩·库瑞', '彼得·法雷里']","['维果·莫腾森', '马赫沙拉·阿里', '琳达·卡德里尼', '塞巴斯蒂安·马尼斯科', '迪米特·D·马里诺夫', '迈克·哈顿', 'P·J·伯恩', '乔·柯蒂斯', '玛姬·尼克松', '冯·刘易斯', '乔恩·索特兰', '唐·斯达克', '安东尼·曼加诺', '保罗·斯隆', '珍娜·劳伦索', '肯尼斯·以色列', '伊克博·塞巴', '尼克·瓦莱隆加', '大卫·安', '迈克·切罗内', '杰拉尔丁·辛格', '马丁·巴特斯·布拉德福德', '格拉伦·布莱恩特·班克斯', '汤姆·维图', '夏恩·帕特洛', '丹尼斯·W·霍尔', '吉姆·克洛克', '戴恩·罗兹', '布赖恩·斯特帕尼克', '乔恩·迈克尔·戴维斯', '布莱恩·库瑞', '托尼亚·马尔多纳多']","['剧情', '喜剧', '音乐', '传记']", 美国 / 中国大陆, 英语 / 意大利语 / 俄语 / 德语,2019-03-01(中国大陆),130分钟, tt6966692,8.9
40,当幸福来敲门 The Pursuit of Happyness,2006,['加布里埃莱·穆奇诺'],['斯蒂夫·康拉德'],"['威尔·史密斯', '贾登·史密斯', '坦迪·牛顿', '布莱恩·豪威 ', '詹姆斯·凯伦', '丹·卡斯泰兰尼塔', '柯特·富勒', '塔卡尤·费舍尔', '凯文·韦斯特', '乔治·张', '戴维·迈克尔·西尔弗曼', '多米尼克·博夫', '杰弗·卡伦', '乔伊芙·拉文', '斯科特·克拉斯']","['剧情', '家庭', '传记']", 美国, 英语 / 粤语,2008-01-17(中国大陆),117分钟, tt0454921,9.2
63,猫鼠游戏 Catch Me If You Can,2002,['史蒂文·斯皮尔伯格'],['杰夫·内桑森'],"['莱昂纳多·迪卡普里奥', '汤姆·汉克斯', '克里斯托弗·沃肯', '马丁·辛', '艾米·亚当斯', '詹妮弗·加纳', '伊丽莎白·班克斯', '纳塔莉·贝伊', '詹姆斯·布洛林', '艾伦·旁派', '南希·利内翰', '布莱恩·豪威 ', '弗兰克·约翰·休斯', '克里斯·埃里斯']","['剧情', '传记', '犯罪']", 美国 / 加拿大, 英语 / 法语,2003-04-11(中国大陆),141 分钟, tt0264464,9.1
85,末代皇帝 The Last Emperor,1987,['贝纳尔多·贝托鲁奇'],"['贝纳尔多·贝托鲁奇', '马克·派普罗']","['尊龙', '陈冲', '邬君梅', '彼得·奥图尔', '英若诚', '吴涛', '黄自强', '丹尼斯·邓', '坂本龙一', '马吉·汉', '里克·扬', '田川洋行', '苟杰德', '理查德·吴', '皱缇格', '陈凯歌', '卢燕', '区亨利', '陈述', '鲍皓昕', '黄文捷', '邵茹贞', '亨利·基', '张良斌', '梁冬', '康斯坦丁·格雷戈里', '黄汉琪', '王涛', '宋怀桂', '蔡鸿翔', '程淑艳', '张天民']","['剧情', '传记', '历史']", 英国 / 意大利 / 中国大陆 / 法国, 英语 / 汉语普通话 / 日语,1987-10-04(东京国际电影节),163分钟, tt0093389,9.3
87,中国机长,2019,['刘伟强'],['于勇敢'],"['张涵予', '欧豪', '杜江', '袁泉', '张天爱', '李沁', '雅玫', '杨祺如', '高戈', '黄志忠', '朱亚文', '李现', '焦俊艳', '吴樾', '阚清子', '李岷城', '冯文娟', '陈数', '杨颖', '余皑磊', '关晓彤', '小爱', '伊拉尔·帕萨', '亚历克斯·皮希汀', '赵亮', '周波']","['剧情', '传记', '灾难']", 中国大陆, 汉语普通话 / 藏语 / 英语 / 四川话,2019-09-30(中国大陆),111分钟, tt10218664,6.6
149,血战钢锯岭 Hacksaw Ridge,2016,['梅尔·吉布森'],"['安德鲁·奈特', '罗伯特·申坎']","['安德鲁·加菲尔德', '萨姆·沃辛顿', '文斯·沃恩', '雨果·维文', '卢克·布雷西', '泰莉莎·帕尔墨', '瑞切尔·格里菲斯', '内森奈尔·布佐里克', '理查德·劳斯伯格', '马特·纳夫莱', '费拉斯·迪拉尼', '瑞安·柯尔', '卢克·佩格勒']","['剧情', '传记', '历史', '战争']", 澳大利亚 / 美国, 英语 / 日语,2016-12-08(中国大陆),139分钟(中国大陆), tt2119532,8.7
175,钢琴家 The Pianist,2002,['罗曼·波兰斯基'],['罗纳德·哈伍德'],"['艾德里安·布洛迪', '托马斯·克莱舒曼', '艾米莉娅·福克斯', '米哈乌·热布罗夫斯基', '埃德·斯托帕德', '穆琳·利普曼', '弗兰克·芬莱', '茱莉亚·蕾娜', '杰西卡·凯特·梅耶尔', '理查德·赖丁斯']","['剧情', '音乐', '传记', '战争']", 英国 / 法国 / 波兰 / 德国, 英语 / 德语 / 俄语,2002-05-24(戛纳电影节),150分钟, tt0253474,9.3
234,模仿游戏 The Imitation Game,2014,['莫滕·泰杜姆'],"['格拉汉姆·摩尔', '安德鲁·霍奇斯']","['本尼迪克特·康伯巴奇', '凯拉·奈特莉', '马修·古迪', '罗里·金尼尔', '艾伦·里奇', '马修·比尔德', '查尔斯·丹斯', '马克·斯特朗', '詹姆斯·诺斯科特', '汤姆·古德曼-希尔', '史蒂芬·威丁顿', '伊兰·古德曼', '杰克·塔尔登', '埃里克斯·劳瑟', '杰克·巴农', '塔彭丝·米德尔顿', '安德鲁·哈维尔', '维尔·博登', '李·阿斯奎斯-柯', '海莉·乔安妮·培根', '安库塔·布雷班', '格雷斯·卡尔德', '理查德·坎贝尔', '温斯顿·丘吉尔', '克里斯·考林', '汉娜·弗林', '阿道夫·希特勒 Adolf Hitler', '卢克·霍普', '斯图尔特·马修斯', '亚当·诺威尔', '哈里·S·杜鲁门']","['剧情', '同性', '传记', '战争']", 英国 / 美国, 英语 / 德语,2015-07-21(中国大陆),114分钟, tt2084970,8.7
236,音乐之声 The Sound of Music,1965,['罗伯特·怀斯'],"['乔治·胡达勒克', '霍华德·林赛', '拉塞尔·克劳斯', '恩斯特·莱赫曼', '玛丽亚·冯·特拉普']","['朱莉·安德鲁斯', '克里斯托弗·普卢默', '埃琳诺·帕克', '理查德·海顿', '佩吉·伍德', '查尔敏·卡尔', '希瑟·孟席斯-尤里克', '尼古拉斯·哈蒙德', '杜安·蔡斯', '安吉拉·卡特怀特', '黛比·特纳', '基姆·卡拉思', '安娜·李', '波希娅·纳尔逊', '本·怀特', '丹尼尔·特鲁希特', '诺玛·威登', '吉尔克里斯特·斯图尔特', '马妮·尼克松', '埃瓦德妮·贝克', '多丽丝·劳埃德', '格特鲁德·阿斯特', '弗兰克·贝克', '史蒂夫·卡鲁瑟斯', '山姆·哈里斯', '多罗西·吉金斯', '利奥达·理查德斯', '杰弗里·塞尔', '伯纳德·赛尔', '诺尔曼·斯蒂凡斯', '伯特史蒂文斯', '玛丽亚·冯·特拉普']","['剧情', '爱情', '歌舞', '传记']", 美国, 英语 / 德语,1965-03-02(美国),174分钟, tt0059742,9.1
240,妈妈的神奇小子 媽媽的神奇小子,2021,['尹志文'],"['尹志文', '卢文骏']","['吴君如', '张继聪', '梁仲恒', '胡子彤', '卢海鹏', '钱小豪', '杨伟伦', '冯皓扬', '林家熙', '吴肇轩', '陆永', '钟雪莹', '麦沛东', '苏桦伟']","['剧情', '传记', '运动']", 中国香港 / 中国大陆, 粤语 / 汉语普通话,2021-09-04(中国大陆),102分钟(中国大陆), tt14892216,6.9
283,波西米亚狂想曲 Bohemian Rhapsody,2018,['布莱恩·辛格'],"['安东尼·麦卡滕', '皮特·摩根']","['拉米·马雷克', '本·哈迪', '约瑟夫·梅泽罗', '格威利姆·李', '艾伦·里奇', '露西·宝通', '艾丹·吉伦', '汤姆·霍兰德', '麦克·梅尔斯', '阿隆·麦克卡斯克', '梅内卡·达斯', '迪基·博', '蒂姆· 普莱斯特', '杰克·罗思', '马克斯·班内特', '基兰·哈德卡斯托', '罗斯·格林', '布鲁斯·麦克金伦', '米歇尔·邓肯', '马特·格林伍德', '罗茜·本杰明', '约翰·奥特曼', '詹姆斯·华莱士', '文森特·阿德里安', '拉斯科·阿特金斯', '乔纳森·奇塔姆', '迈克尔·科布', '耶稣·加洛', '亚当·兰伯特', '豪尔赫·莱昂·马丁内斯', '杰森· 莱恩斯', '伊斯雷尔·鲁兹']","['剧情', '同性', '音乐', '传记']", 英国 / 美国, 英语,2019-03-22(中国大陆),135分钟, tt1727824,8.6
300,一代宗师 一代宗師,2013,['王家卫'],"['邹静之', '徐浩峰', '王家卫']","['梁朝伟', '章子怡', '张震', '宋慧乔', '赵本山', '小沈阳', '王庆祥', '张晋', '卢海鹏', '冯克安', '刘家勇', '张智霖', '金士杰', '徐锦江', '刘洵', '尚铁龙', '罗莽', '吴廷烨']","['剧情', '动作', '爱情', '传记']", 中国大陆 / 中国香港, 汉语普通话 / 粤语 / 日语,2013-01-08(中国大陆),111分钟(3D重映),"
        ",8.1
304,美丽心灵 A Beautiful Mind,2001,['朗·霍华德'],"['阿齐瓦·高斯曼', '西尔维娅·纳萨尔']","['罗素·克劳', '艾德·哈里斯', '詹妮弗·康纳利', '克里斯托弗·普卢默', '保罗·贝坦尼', '亚当·戈德堡', '乔什·卢卡斯', '安东尼·拉普', '贾森·加里-斯坦福德', '贾德·赫希', '奥斯汀·潘德尔顿', '薇薇·卡登尼', '吉莉·西蒙', '维克多·斯坦巴赫', '坦娅·克拉克', '罗伊·辛尼斯', '谢丽尔·霍华德', '兰斯·霍华德', '简·詹金斯', '乔什·帕斯', '瓦伦蒂娜·卡迪纳利', '蒂格尔·F·伯格里', '迈克尔·埃斯佩尔', '艾米·瓦尔兹', '小艾德.朱普', '卡拉·奥奇格罗索', '斯特里奥·萨万特', '迈克尔·阿伯特', '雷吉·奥斯汀', '凯德·比特纳', '理查·布莱恩特', '丹·陈', '乔纳·福尔肯', '法布里奇奥·范特', '斯科特·费恩斯特罗姆', '迈克尔·菲奥里', '塞斯·盖贝尔', '埃文·哈特', '杰森·霍顿', '布莱丝·达拉斯·霍华德', '朗·霍华德', '多里·曼佐尔', '罗伯特·迈尔斯', '里德·彭尼', '米尔斯·彼埃尔', '肖恩·里德']","['剧情', '传记']", 美国, 英语,2001-12-13(加州首映),135分钟, tt0268978,9.1
374,华尔街之狼 The Wolf of Wall Street,2013,['马丁·斯科塞斯'],"['特伦斯·温特', '乔丹·贝尔福特']","['莱昂纳多·迪卡普里奥', '乔纳·希尔', '玛格特·罗比', '马修·麦康纳', '凯尔·钱德勒', '罗伯·莱纳', '乔·博恩瑟', '让·杜雅尔丹', '克里斯汀·米利欧缇', '卡塔莉娜·凯斯']","['剧情', '传记', '犯罪']", 美国, 英语 / 法语,2013-12-17(纽约首映),180分钟, tt0993846,8.0
392,国王的演讲 The King's Speech,2010,['汤姆·霍伯'],['大卫·塞德勒'],"['科林·费尔斯', '杰弗里·拉什', '海伦娜·伯翰·卡特', '盖·皮尔斯', '迈克尔·刚本', '蒂莫西·斯波', '詹妮弗·艾莉', '德里克·雅各比', '安东尼·安德鲁斯', '克莱尔·布鲁姆']","['剧情', '传记', '历史']", 英国 / 澳大利亚 / 美国, 英语,2012-02-24(中国大陆),118分钟, tt1504320,8.4
398,勇敢的心 Braveheart,1995,['梅尔·吉布森'],['兰道尔·华莱士'],"['梅尔·吉布森', '苏菲·玛索', '布莱恩·考克斯', '詹姆斯·科兹莫', '辛·劳洛', '凯瑟琳·麦克马克', '安古斯·麦克菲登']","['剧情', '动作', '传记', '历史', '战争']", 美国, 英语 / 法语 / 拉丁语 / 苏格兰盖尔语,1995-05-18(西雅图电影节),178分钟, tt0112573,8.9
404,叶问 葉問,2008,['叶伟信'],"['黄子桓', '陈大利']","['甄子丹', '任达华', '熊黛林', '池内博之', '林家栋', '樊少皇', '释彦能', '黄又南', '杜宇航']","['剧情', '动作', '传记', '历史']", 中国香港 / 中国大陆, 粤语 / 汉语普通话 / 日语,2008-12-12(中国大陆),106分钟, tt1220719,7.7
450,达拉斯买家俱乐部 Dallas Buyers Club,2013,['让-马克·瓦雷'],"['克莱格·鲍登', '梅丽莎·沃雷克']","['马修·麦康纳', '詹妮弗·加纳', '杰瑞德·莱托', '斯蒂夫·扎恩', '达拉斯·罗伯特斯', '凯文·兰金', '丹尼斯·欧哈拉', '简·麦克尼尔', '格里芬·邓恩', '詹姆斯·杜蒙特', '朱丽叶·里夫斯', '斯蒂菲·格罗特', 'J·D·埃弗摩尔']","['剧情', '同性', '传记']", 美国, 英语 / 日语,2013-09-07(多伦多电影节),117分钟, tt0790636,8.8
470,卢旺达饭店 Hotel Rwanda,2004,['特瑞·乔治'],"['凯尔·皮尔森', '特瑞·乔治']","['唐·钱德尔', '苏菲·奥康内多', '华金·菲尼克斯', '尼克·诺特', '哈基姆·凯-卡西姆', '托尼·戈罗奇', '法纳·莫科纳', '大卫·奥哈拉', '莫苏西·麦格诺', '西莫·莫加瓦扎', '卡拉·西摩', '罗伯托·西特兰', '德斯蒙德·杜布', '蕾乐蒂·库马洛']","['剧情', '传记', '历史', '战争']", 英国 / 南非 / 意大利 / 美国, 英语 / 法语,2004-09-11(多伦多电影节),121分钟, tt0395169,8.9
545,至暗时刻 Darkest Hour,2017,['乔·赖特'],['安东尼·麦卡滕'],"['加里·奥德曼', '克里斯汀·斯科特·托马斯', '莉莉·詹姆斯', '本·门德尔森', '斯蒂芬·迪兰', '萨缪尔·韦斯特', '汉娜·斯蒂尔', '罗纳德·皮卡普', '乔丹·沃勒', '理查德·拉姆斯登', '安娜·伯内特', '尼古拉斯·琼斯', '查理·帕尔默·罗斯韦尔', '布赖恩·佩蒂福', '菲利普·马丁·布朗', '安杰莉克·琼', '希尔顿·麦克雷', '詹姆斯·伊莱斯', '杰瑞米·查亚德', '马汀·麦格', '迈克尔·海登', '迈克尔·博特', '皮普·托伦斯']","['剧情', '传记', '历史', '战争']", 英国 / 美国, 英语,2017-12-01(中国大陆),125分钟, tt4555426,8.5
602,萨利机长 Sully,2016,['克林特·伊斯特伍德'],"['托德·考马尔尼基', '切斯利·舒伦伯格', '杰弗里·札斯洛']","['汤姆·汉克斯', '艾伦·艾克哈特', '劳拉·琳妮', '杰瑞·费拉拉', '安娜·冈', '奥图姆·瑞瑟', '霍特·麦克卡兰尼', '克里斯·鲍尔', '杰米·谢尔丹', '安·库萨克', '莫莉·哈根', '马克斯·阿德勒', '萨姆·亨廷顿', '韦恩·巴斯楚普', '维勒莉·玛哈菲']","['剧情', '传记']", 美国, 英语,2016-12-09(中国大陆),96分钟, tt3263904,8.3
647,社交网络 The Social Network,2010,['大卫·芬奇'],"['艾伦·索金', '本·麦兹里奇']","['杰西·艾森伯格', '安德鲁·加菲尔德', '贾斯汀·汀布莱克', '鲁妮·玛拉', '约瑟夫·梅泽罗', '艾米·汉莫', '乔什·平茨', '艾比·森哈', '布兰达·宋', '达科塔·约翰逊', '艾伦·索金', '艾玛·菲茨帕特里克', '玛莱斯·裘', '马克·索尔', '达斯汀·菲兹莫斯', '帕特里克·梅佩尔']","['剧情', '传记']", 美国, 英语 / 法语,2010-09-24(纽约电影节),120 分钟, tt1285016,8.2
705,流浪猫鲍勃 A Street Cat Named Bob,2016,['罗杰·斯波蒂斯伍德'],"['詹姆斯·鲍恩', '加里·詹金斯', '提姆·约翰', '玛丽亚·内申']","['卢克·崔德威', '猫鲍勃', '露塔·格德米纳斯', '琼安·弗洛加特', '安东尼·海德', '戴伦·伊万斯', '里维拉·吉迪恩', '洛琳·艾什本', '阿卡巴尔·库尔塔', '约翰·亨肖', '贝丝·戈达德', '伊万娜·贝斯克', '妮娜·瓦迪娅', '罗茜·伊德', '鲁斯·西恩', '卡罗琳·古多尔', '雅各布·詹姆斯·贝西克', '罗伯·贾维斯', '丹尼尔·弗恩', '詹姆斯·鲍恩', '李·尼古拉斯·哈里斯', '丹尼尔·斯蒂森']","['剧情', '喜剧', '传记']", 英国, 英语,2018-11-02(中国大陆),103分钟, tt3606888,7.9
714,万物理论 The Theory of Everything,2014,['詹姆斯·马什'],"['安东尼·麦卡滕', '简·霍金']","['埃迪·雷德梅恩', '菲丽希缇·琼斯', '大卫·休里斯', '艾米丽·沃森', '查理·考克斯', '哈里·劳埃德', '艾丽丝·奥尔尤因', '玛克辛·皮克', '亚当·戈德利', '西蒙·迈克伯尼', '阿比盖尔·克鲁特登', '露西·查普尔', '夏洛特·霍普', '拉菲拉·查普曼', '汤姆·普赖尔', '恩佐·科伦蒂', '托马斯·莫里森', '迈克尔·马库斯', '格拉法德·格林', '盖伊·奥利弗-沃茨', '克里斯蒂安·麦凯', '伊莲恩·戴维斯', '乔格·尼可洛夫', '维多利亚·埃姆斯利', '弗兰克·勒伯夫']","['剧情', '爱情', '传记']", 英国 / 日本, 英语 / 法语 / 拉丁语,2014-09-07(多伦多电影节),123分钟, tt2980516,8.4
716,叶问3,2015,['叶伟信'],"['黄子桓', '陈大利', '梁礼彦']","['甄子丹', '迈克·泰森', '张晋', '熊黛林', '谭耀文', '吴千语', '喻亢', '郑则仕', '梁家仁', '张继聪', '陈国坤', '刘以达', '宗菲', '曹操', '王实', '崔璨', '刘艺菲']","['剧情', '动作', '传记', '历史']", 中国大陆 / 中国香港, 汉语普通话 / 粤语 / 英语,2016-03-04(中国大陆),105分钟,"
        ",6.7
769,隐藏人物 Hidden Figures,2016,['西奥多·梅尔菲'],"['艾莉森·施罗德', '西奥多·梅尔菲', '玛戈特·李·谢特利']","['塔拉吉·P·汉森', '奥克塔维亚·斯宾瑟', '加奈儿·梦奈', '凯文·科斯特纳', '克斯汀·邓斯特', '吉姆·帕森斯', '马赫沙拉·阿里', '阿尔迪斯·霍吉', '格伦·鲍威尔', '金贝利·奎恩', '奥莱克·克鲁帕']","['剧情', '传记', '历史']", 美国, 英语,2016-12-25(美国),127分钟, tt4846340,8.9
775,弱点 The Blind Side,2009,['约翰·李·汉考克'],"['约翰·李·汉考克', '迈克尔·刘易斯']","['桑德拉·布洛克', '蒂姆·麦格罗', '昆东·亚伦', '杰·海德', '莉莉·柯林斯', '雷·迈克金农', '金·迪肯斯', '安德莱内·列诺斯', '凯西·贝茨', '凯萨琳·戴尔', '安迪·斯塔尔', '汤姆·诺维茨基', '莎朗·莫里斯', '奥马尔·J·多尔西', '伊劳伊·辛格尔顿', '罗达·格里菲丝', '艾希礼·勒孔特·坎贝尔', 'Elizabeth Omilami', '阿非莫·奥米拉', '马丽娅豪厄尔', 'Patrick G. Keenan', '大卫·德怀尔', '罗伯特·普拉尔戈', '布雷特·赖斯', 'Preston Brant', '马修·阿特金森', '约翰·纽伯格', '乔·克里斯特', 'Phillip Fulmer', 'Lou Holtz', 'Nick Saban', 'Haji Abdullah', 'Demetrius B. Banks', 'Tim Brazeal', 'Byron Bryson', 'Chrissy Chambers', ""Monica D'Onofrio"", 'J. Colby Doler', 'Roger Goodell', '杰夫科斯·格林', '安东尼·B·哈里斯', 'Scottie Knollin', 'Amir Kovacs', '梅丽莎·乐爱伦']","['剧情', '家庭', '传记', '运动']", 美国, 英语,2009-11-20,USA: 129 分钟, tt0878804,8.7
776,叶问2：宗师传奇 葉問2,2010,['叶伟信'],['黄子桓'],"['甄子丹', '洪金宝', '熊黛林', '黄晓明', '樊少皇', '郑则仕', '敖嘉年', '杜宇航', '达伦·萨赫拉维', '释小龙', '任达华', '郑家星', '陆梅芳']","['动作', '传记', '历史']", 中国大陆 / 中国香港, 粤语 / 汉语普通话 / 英语,2010-04-27(中国大陆),108分钟, tt1386932,7.4
846,为奴十二年 12 Years a Slave,2013,['史蒂夫·麦奎因'],"['约翰·里德利', '所罗门·诺萨普']","['切瓦特·埃加福', '迈克尔·法斯宾德', '本尼迪克特·康伯巴奇', '拜伦·巴特', '保罗·达诺', '保罗·吉亚玛提', '露皮塔·尼永奥', '莎拉·保罗森', '布拉德·皮特', '阿尔法·伍达德']","['剧情', '传记', '历史']", 美国 / 英国, 英语,2013-11-08(美国),134分钟, tt2024544,8.3
863,丹麦女孩 The Danish Girl,2015,['汤姆·霍伯'],"['露辛达·考克森', '大卫·艾伯豪夫']","['埃迪·雷德梅恩', '艾丽西亚·维坎德', '本·卫肖', '塞巴斯蒂安·科赫', '艾梅柏·希尔德', '马提亚斯·修奈尔', '尼古拉斯·伍德森', '皮普·托伦斯', '克劳斯·布埃', '埃默拉尔德·芬内尔', '理查德·迪克森']","['剧情', '爱情', '同性', '传记']", 英国 / 美国 / 比利时 / 丹麦 / 德国, 英语 / 法语 / 德语,2015-09-05(威尼斯电影节),119分钟, tt0810819,8.3
883,成为简·奥斯汀 Becoming Jane,2007,['朱里安·杰拉德'],"['Sarah Williams', 'Kevin Hood', '简·奥斯汀']","['安妮·海瑟薇', '詹姆斯·麦卡沃伊', '朱丽·沃特斯', '詹姆斯·克伦威尔', '玛吉·史密斯', '安娜·麦克西维尔·马丁', '露西·科乎', '劳伦斯·福克斯', '伊恩·理查森', '乔·安德森', '里奥·比尔', '杰茜卡·阿什沃思', '汤姆-沃恩-劳勒']","['剧情', '爱情', '传记']", 英国 / 爱尔兰, 英语,2007-03-09(英国),120 分钟, tt0416508,8.3
887,莫娣 Maudie,2016,['艾斯林·沃什'],['谢丽·怀特'],"['莎莉·霍金斯', '伊桑·霍克', '卡瑞·玛切特', '加布里埃尔·罗斯', '扎卡里·贝内特', '比利·麦克莱伦', '劳伦斯·巴里', '格雷戈·马龙', '玛丝·伯纳德', '大卫·菲恩', '凯特·罗斯']","['剧情', '爱情', '传记']", 爱尔兰 / 加拿大, 英语,2016-09-02(特柳赖德电影节),115分钟, tt3721954,9.1
898,集结号,2007,['冯小刚'],['刘恒'],"['张涵予', '邓超', '袁文康', '汤嬿', '廖凡', '王宝强', '胡军', '任泉', '李晨', '李乃文', '胡明', '罗海琼']","['剧情', '传记', '历史', '战争']", 中国大陆 / 中国香港, 汉语普通话 / 英语,2007-12-20(中国大陆),124分钟, tt0881200,8.2
913,印度合伙人 Padman,2018,['R·巴尔基'],"['R·巴尔基', '斯南德·柯克尔']","['阿克谢·库玛尔', '拉迪卡·艾普特', '索娜姆·卡普尔', '乔蒂·苏巴', '森尔·辛', '阿米达普·巴强', '雷·拉维']","['剧情', '喜剧', '传记']", 印度, 印地语,2018-12-14(中国大陆),140分钟, tt7218518,7.7
920,情人 L'amant,1992,['让-雅克·阿诺'],"['让-雅克·阿诺', '热拉尔·布拉什', '玛格丽特·杜拉斯']","['珍·玛奇', '梁家辉', '弗雷德丽克·梅南热', '阿诺·乔瓦尼内蒂', '梅尔维尔·珀波', '丽萨·福克纳', '让娜·莫罗', '弗里德里克·奥伯汀']","['剧情', '爱情', '情色', '传记']", 法国 / 英国 / 越南, 英语 / 粤语,1992-01-22(法国),115分钟, tt0101316,8.2
943,极速车王 Ford v Ferrari,2019,['詹姆斯·曼高德'],"['杰斯·巴特沃斯', '约翰-亨利·巴特沃斯', '贾森·凯勒']","['马特·达蒙', '克里斯蒂安·贝尔', '乔什·卢卡斯', '乔·博恩瑟', '崔西·莱茨', '诺亚·尤佩', '玛丽萨·佩特罗', '凯特瑞娜·巴尔夫', '雷·迈克金农', '约翰·约瑟夫·菲尔德', '华莱士·朗翰', '乔纳森·拉帕格里拉', '斯特凡', '鲁道夫·马丁', '拉奇兰·布坎南', '瓦德·霍尔顿', '肖恩·卡里甘', '克里斯托弗·达尔加', '亚当·梅菲尔德', '乔瓦尼·索罗菲瓦', '乔·威廉森', '本杰明·里格比', '杰克·麦克马伦', '保罗·福克斯', '雷莫·吉罗内', '德鲁·劳施', '朱利安·米勒', '艾拉姆·奥里安', '埃姆利·贝赫什蒂', '蒂芙妮·伊冯娜·考克斯', '达林·库珀', '科拉多·因韦尔尼齐', '特洛伊·迪林格', '彼得·阿佩塞拉', '斯凯勒·马歇尔']","['剧情', '传记', '运动']", 美国, 英语 / 意大利语 / 法语 / 日语,2020-08-07(中国大陆),152分钟, tt1950186,8.5
959,爱尔兰人 The Irishman,2019,['马丁·斯科塞斯'],"['查尔斯·布兰特', '斯蒂文·泽里安']","['罗伯特·德尼罗', '阿尔·帕西诺', '乔·佩西', '安娜·帕奎因', '杰西·普莱蒙', '哈威·凯特尔', '斯蒂芬·格拉汉姆', '鲍比·坎纳瓦尔', '杰克·休斯顿', '阿莱卡萨·帕拉迪诺', '凯瑟琳·纳杜奇', '多米尼克·隆巴多兹', '雷·罗马诺', '塞巴斯蒂安·马尼斯科', '杰克·霍夫曼', '保罗·本-维克托', '斯蒂芬妮·库尔特祖巴', '莎伦·菲弗', '路易斯·坎瑟米', '茵迪亚·恩能加', 'J.C.麦肯泽', '巴里·普赖默斯', '吉姆·诺顿', '盖里·巴萨拉巴', '玛格丽特·安妮·佛罗伦斯', '约翰·斯库蒂', '约翰·塞纳迭姆博', '大卫·阿隆·贝克', '桃乐丝·麦卡锡', '凯文·凯恩', '加里·帕斯托雷', '约瑟夫·罗素', '凯文·奥罗克', '娜塔莎·罗曼诺娃', '杰里米·卢克', '凯莉·P·威廉姆斯', '詹妮弗·马奇', '保罗·鲍格才', '蒂姆·聂夫', '斯蒂芬·梅尔勒', '克雷格·文森特', '比利·史密斯', '布莱斯·科里根', '斯泰西·爱丽丝·科恩', '吉诺·卡法雷利', '拉里·罗曼诺', '罗伯特·富纳罗', '维罗妮卡·阿利奇诺', '克劳黛特·拉利', '詹姆斯·洛林兹', '阿什莉·诺斯', '肯·斯拉迪克', '帕特里克·加洛']","['剧情', '传记', '犯罪']", 美国, 英语 / 意大利语 / 拉丁语 / 西班牙语 / 德语,2019-09-27(纽约电影节),209分钟, tt1302006,8.8
